{'first_hands': 'QP', 'participant': u'3_2', 'dateStr': '2017/10/20_13:52', 'autopilot': False, 'exp_id': 'Parity decision in Indo-Arabic numbers', 'condition': 'a'}
3_2 num_comp "FreeSans" QP QP 9 p 1.31455447862
3_2 num_comp "FreeSans" QP QP 6 q 0.663857621723
3_2 num_comp "FreeSans" QP QP 6 q 0.692250095773
3_2 num_comp "FreeSans" QP QP 1 p 0.770131737925
3_2 num_comp "FreeSans" QP QP 5 p 1.12227195641
3_2 num_comp "FreeSans" QP QP 6 q 0.936955364887
3_2 num_comp "FreeSans" QP QP 4 q 1.74176998367
3_2 num_comp "FreeSans" QP QP 6 q 1.25897939142
3_2 num_comp "FreeSans" QP QP 4 q 0.829958559363
3_2 num_comp "FreeSans" QP QP 3 p 0.663540805341
3_2 num_comp "FreeSans" QP QP 9 p 0.811949973344
3_2 num_comp "FreeSans" QP QP 7 p 0.676755562541
3_2 num_comp "FreeSans" QP QP 7 p 0.51394039439
3_2 num_comp "FreeSans" QP QP 9 p 0.723042742233
3_2 num_comp "FreeSans" QP QP 9 p 0.689143990166
3_2 num_comp "FreeSans" QP QP 5 p 0.677406572504
3_2 num_comp "FreeSans" QP QP 4 q 0.578160757199
3_2 num_comp "FreeSans" QP QP 1 p 0.550447220216
3_2 num_comp "FreeSans" QP QP 1 p 0.849051024183
3_2 num_comp "FreeSans" QP QP 6 q 0.825236099772
3_2 num_comp "FreeSans" QP QP 6 q 0.55515478563
3_2 num_comp "FreeSans" QP QP 7 p 0.59632263158
3_2 num_comp "FreeSans" QP QP 3 p 0.735222337884
3_2 num_comp "FreeSans" QP QP 2 q 0.575621570228
3_2 num_comp "FreeSans" QP QP 9 p 0.993150432012
3_2 num_comp "FreeSans" QP QP 5 p 0.637833980029
3_2 num_comp "FreeSans" QP QP 7 p 0.545833365642
3_2 num_comp "FreeSans" QP QP 8 q 0.757365364581
3_2 num_comp "FreeSans" QP QP 1 p 1.0993879328
3_2 num_comp "FreeSans" QP QP 2 q 0.77061239304
3_2 num_comp "FreeSans" QP QP 3 p 0.729932028684
3_2 num_comp "FreeSans" QP QP 7 p 0.864011530764
