{'first_hands': 'QP', 'participant': u'2_9', 'dateStr': '2017/10/20_13:25', 'autopilot': False, 'exp_id': 'Parity decision in Indo-Arabic numbers', 'condition': 'a'}
2_9 num_comp "FreeSans" QP QP 1 p 0.952014206792
2_9 num_comp "FreeSans" QP QP 4 q 0.596267768196
2_9 num_comp "FreeSans" QP QP 9 p 0.711874236469
2_9 num_comp "FreeSans" QP QP 8 q 0.598148188947
2_9 num_comp "FreeSans" QP QP 2 q 0.706138642869
2_9 num_comp "FreeSans" QP QP 6 q 0.52851552573
2_9 num_comp "FreeSans" QP QP 8 q 0.609004360653
2_9 num_comp "FreeSans" QP QP 3 p 0.541919264157
2_9 num_comp "FreeSans" QP QP 7 p 0.808485352114
2_9 num_comp "FreeSans" QP QP 1 p 0.535563690253
2_9 num_comp "FreeSans" QP QP 1 p 0.538751717133
2_9 num_comp "FreeSans" QP QP 2 q 0.707575023669
2_9 num_comp "FreeSans" QP QP 5 p 0.56277114441
2_9 num_comp "FreeSans" QP QP 2 q 0.49193606693
2_9 num_comp "FreeSans" QP QP 2 q 0.40606755302
2_9 num_comp "FreeSans" QP QP 6 q 0.459496326512
2_9 num_comp "FreeSans" QP QP 7 p 0.388700036594
2_9 num_comp "FreeSans" QP QP 7 p 0.419142372979
2_9 num_comp "FreeSans" QP QP 9 p 0.666709074387
2_9 num_comp "FreeSans" QP QP 2 q 0.590532174581
2_9 num_comp "FreeSans" QP QP 6 q 0.8654679967
2_9 num_comp "FreeSans" QP QP 6 q 0.604408500614
2_9 num_comp "FreeSans" QP QP 9 p 0.574680786172
2_9 num_comp "FreeSans" QP QP 4 q 0.489219076146
2_9 num_comp "FreeSans" QP QP 5 p 0.617950943357
2_9 num_comp "FreeSans" QP QP 4 q 0.581566353241
2_9 num_comp "FreeSans" QP QP 6 q 0.794155677111
2_9 num_comp "FreeSans" QP QP 5 p 0.784991263499
2_9 num_comp "FreeSans" QP QP 9 p 0.616765595623
2_9 num_comp "FreeSans" QP QP 4 q 0.412403578011
2_9 num_comp "FreeSans" QP QP 1 p 0.490824260414
2_9 num_comp "FreeSans" QP QP 9 p 0.563583821306
2_9 num_comp "FreeSans" QP QP 4 q 0.438709919646
2_9 num_comp "FreeSans" QP QP 5 p 0.492856107783
2_9 num_comp "FreeSans" QP QP 2 q 0.429525957108
2_9 num_comp "FreeSans" QP QP 9 p 0.422012341893
2_9 num_comp "FreeSans" QP QP 7 p 0.509607057218
2_9 num_comp "FreeSans" QP QP 4 q 0.41365657124
2_9 num_comp "FreeSans" QP QP 1 p 0.469038065479
2_9 num_comp "FreeSans" QP QP 3 q 0.51601289981
2_9 num_comp "FreeSans" QP QP 1 p 0.805387932982
2_9 num_comp "FreeSans" QP QP 3 p 0.847300525682
2_9 num_comp "FreeSans" QP QP 9 p 1.07222708531
2_9 num_comp "FreeSans" QP QP 9 p 0.479078767588
2_9 num_comp "FreeSans" QP QP 4 q 0.493986222034
2_9 num_comp "FreeSans" QP QP 6 q 0.526683822143
2_9 num_comp "FreeSans" QP QP 7 p 0.488052656743
2_9 num_comp "FreeSans" QP QP 8 q 0.504757681716
2_9 num_comp "FreeSans" QP QP 7 p 0.48977358306
2_9 num_comp "FreeSans" QP QP 5 p 0.484141629815
2_9 num_comp "FreeSans" QP QP 6 q 0.867479984852
2_9 num_comp "FreeSans" QP QP 3 p 0.501115685285
2_9 num_comp "FreeSans" QP QP 3 p 0.439542145468
2_9 num_comp "FreeSans" QP QP 6 q 0.477645179504
2_9 num_comp "FreeSans" QP QP 6 q 0.374900975366
2_9 num_comp "FreeSans" QP QP 8 q 0.371689675958
2_9 num_comp "FreeSans" QP QP 9 p 0.515129784719
2_9 num_comp "FreeSans" QP QP 1 p 0.563603990828
2_9 num_comp "FreeSans" QP QP 7 p 0.550723108667
2_9 num_comp "FreeSans" QP QP 7 p 0.401289546629
2_9 num_comp "FreeSans" QP QP 8 q 0.43866430549
2_9 num_comp "FreeSans" QP QP 1 p 0.407548927396
2_9 num_comp "FreeSans" QP QP 2 q 0.614686892877
2_9 num_comp "FreeSans" QP QP 3 p 0.473449296755
2_9 num_comp "FreeSans" QP QP 8 q 0.473317419062
2_9 num_comp "FreeSans" QP QP 2 q 0.609241119892
2_9 num_comp "FreeSans" QP QP 1 p 0.516486728608
2_9 num_comp "FreeSans" QP QP 5 p 0.557924871915
2_9 num_comp "FreeSans" QP QP 5 p 0.449417147131
2_9 num_comp "FreeSans" QP QP 4 q 0.489831298954
2_9 num_comp "FreeSans" QP QP 9 p 0.665074411605
2_9 num_comp "FreeSans" QP QP 8 q 0.413904501314
2_9 num_comp "FreeSans" QP QP 5 p 0.573332220389
2_9 num_comp "FreeSans" QP QP 3 p 0.552560087366
2_9 num_comp "FreeSans" QP QP 5 p 0.665741557576
2_9 num_comp "FreeSans" QP QP 4 q 0.518490028349
2_9 num_comp "FreeSans" QP QP 7 p 0.473667437982
2_9 num_comp "FreeSans" QP QP 1 p 0.496577230835
2_9 num_comp "FreeSans" QP QP 5 p 0.546329874836
2_9 num_comp "FreeSans" QP QP 8 q 0.475071857829
2_9 num_comp "FreeSans" QP QP 4 q 0.458969746629
2_9 num_comp "FreeSans" QP QP 8 q 0.420282416861
2_9 num_comp "FreeSans" QP QP 7 p 0.499874483474
2_9 num_comp "FreeSans" QP QP 3 p 0.387866569567
2_9 num_comp "FreeSans" QP QP 6 q 0.593914449535
2_9 num_comp "FreeSans" QP QP 3 p 0.484788916554
2_9 num_comp "FreeSans" QP QP 2 q 0.429480342937
2_9 num_comp "FreeSans" QP QP 3 p 0.452308837077
2_9 num_comp "FreeSans" QP QP 2 q 0.467849304434
2_9 num_comp "FreeSans" QP QP 8 q 0.523709592278
2_9 num_comp "Courier New" QP QP 3 p 2.07894819317
2_9 num_comp "Courier New" QP QP 6 q 0.798081908768
2_9 num_comp "Courier New" QP QP 5 p 1.27893621556
2_9 num_comp "Courier New" QP QP 2 q 1.23515344202
2_9 num_comp "Courier New" QP QP 7 p 0.589988838488
2_9 num_comp "Courier New" QP QP 1 p 0.601684993526
2_9 num_comp "Courier New" QP QP 1 p 0.437297742275
2_9 num_comp "Courier New" QP QP 3 p 0.533270569897
2_9 num_comp "Courier New" QP QP 2 p 0.50212385146
2_9 num_comp "Courier New" QP QP 8 q 0.504818500616
2_9 num_comp "Courier New" QP QP 1 p 0.392870164404
2_9 num_comp "Courier New" QP QP 4 q 0.448726728631
2_9 num_comp "Courier New" QP QP 8 q 0.471222270382
2_9 num_comp "Courier New" QP QP 1 p 0.48715806054
2_9 num_comp "Courier New" QP QP 7 p 0.455883188028
2_9 num_comp "Courier New" QP QP 6 q 0.599417007499
2_9 num_comp "Courier New" QP QP 4 p 0.866640311811
2_9 num_comp "Courier New" QP QP 5 p 0.484334636698
2_9 num_comp "Courier New" QP QP 6 q 0.510567747435
2_9 num_comp "Courier New" QP QP 5 p 0.422727894736
